a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50
7.070384630639465762e-01,3.378174519884369342e-02,7.706873946931486197e-01,6.867959326630671546e-01,9.506183250771602644e-01,4.222612978882549495e-01,8.656392708894051768e-01,2.483629636141320152e-01,8.354642620861674196e-01,1.314088726765377801e-01,9.238077439741454455e-01,2.925764090261074868e-01,4.413762921285158125e-01,1.757556237820827594e-01,8.060808634469834866e-01,1.132161707971328646e-01,3.456967248666324988e-01,5.171002054594561193e-01,5.982125094160665180e-01,7.889171393816934996e-01,5.663266249105703976e-01,4.617158087884720707e-01,5.403323815104987826e-02,7.173399996718177185e-01,1.801137858339503239e-01,3.250412190569581528e-01,9.292724288660101362e-01,2.595091883461286830e-02,3.395313563901974918e-01,1.419040790293619736e-01,8.899628545797616530e-01,4.694475423595680930e-01,8.764485829485143542e-01,2.785423045533482744e-01,9.734897208923265488e-02,2.341627790243157037e-01,6.524030295329198426e-01,7.626829764232501141e-01,6.802933638597230548e-01,9.280323002592480996e-01,7.045301790611069315e-01,4.361172874235779151e-01,2.777692089647287865e-03,2.234575862111879418e-01,5.945575447049840090e-01,8.099090432106501591e-01,4.833364061103462284e-01,4.222013075169771534e-01,2.965828743280450874e-01,3.342865455198761326e-01
6.897146006826132547e-01,5.415331087552553990e-01,8.091830842696056125e-01,8.321968292467453177e-01,4.389082924598521895e-01,8.605787461630728385e-01,6.654419962606862304e-01,4.807848338355136253e-01,4.697755831327221632e-02,7.251465610332550327e-01,3.631522147340049411e-02,1.629171387352978950e-02,3.166834229629634789e-01,9.775538552818886506e-01,3.470403204739945791e-01,4.845417458301939373e-01,4.692844095434748342e-01,2.401793758391211897e-01,5.048248070105272323e-01,1.617312197167539711e-01,7.167845129341643418e-01,4.415640982670760994e-01,4.273161131310831973e-02,8.043126184583314631e-01,2.186880373136452782e-01,6.302472263404662600e-01,9.394616700756144301e-01,6.452686925632230563e-01,9.520027742307388685e-01,4.546607112454336130e-01,1.308865889220256484e-02,7.649444583524094288e-01,3.886673078412143933e-01,2.240951547428563506e-01,1.431450875025028768e-01,6.514271257778165847e-01,9.480992368194762765e-01,5.267658446638400216e-01,7.994230490857696658e-01,9.989772993520472655e-01,1.624390222064909794e-01,3.373250126781547342e-01,2.160371894493728906e-02,1.212940436656938514e-01,2.048440369316273379e-01,9.182088044573418761e-01,5.537323005014592736e-01,7.677757622012986172e-01,7.793395839753182175e-01,9.892968382140093775e-01
7.851477397450190576e-01,6.885476285048787171e-01,1.873217610840711700e-01,5.096126299147728522e-01,3.101966871810568627e-02,7.820676900214196259e-01,5.883848825904473001e-01,4.064971576813475318e-01,4.620664890600588715e-01,3.255887114543831728e-03,5.688231958921852183e-02,9.048488971167861772e-01,3.099019625920105270e-01,1.662661495022899061e-01,6.574578090399573194e-01,1.334874929921904263e-01,9.200260067269535602e-01,9.788187219723938348e-01,3.920970072692924191e-01,2.513628088645598613e-01,6.557617821600719710e-01,4.575230856713735639e-01,6.763107572987010485e-01,7.665738342112984327e-01,4.981931919409857690e-01,7.839528013201163548e-01,8.398204369824958659e-01,9.834444577622362127e-01,8.879234388676172651e-01,8.220175397945828077e-02,6.254313550076526784e-01,5.223626868036090887e-01,6.984386257640221585e-01,7.643605943860682927e-01,1.642120915388681768e-01,3.506697026099312442e-01,2.662767712757730942e-01,5.249790251321244661e-01,8.151239459410913879e-01,7.308942415893439071e-01,3.086875854416109011e-01,8.678981193029947638e-01,5.176510400946834345e-01,7.742827524381331594e-01,1.321335210092761114e-01,9.853308306907395675e-01,3.405958043834427240e-01,6.755893208261760652e-01,3.295188715483730046e-01,3.761933571156504952e-01
3.099121832264460918e-01,3.430168522013177235e-01,3.064875519716178109e-01,7.967412261194375400e-01,6.725670939261875203e-01,2.410082064183548534e-01,3.563316456386286246e-01,9.309401413080884424e-01,9.147584717546860533e-01,6.028013330538776193e-01,9.968921525572038700e-01,2.581452302180701208e-01,2.152396091381436616e-01,8.417715346424492484e-02,1.368884735186781665e-01,9.564433084675535435e-01,2.865703241343264818e-02,2.286126763223793601e-01,8.529078785682939756e-01,9.954880783381181431e-02,3.521930784529742064e-01,9.715809419065414287e-01,2.077598011739280048e-01,6.800187309719549766e-01,9.566110309054504102e-01,8.547143920060848998e-01,2.803238775218040990e-01,3.888027853081347240e-01,7.305007384831956330e-01,1.017969197081332045e-01,9.341341503842672811e-01,5.234163231996009635e-01,2.327048503950507330e-01,5.359323333566055059e-01,1.694584213295446951e-01,4.078953579138536734e-01,9.314875402200982757e-01,5.737626817324893436e-01,4.043463944022651635e-01,7.394119445820609426e-01,9.752330400912511132e-01,9.829868555909170302e-01,3.452379560828083838e-01,2.699724803124909922e-01,5.465275935141090669e-01,2.581610073411302331e-01,2.019780911021296088e-02,2.446110970605415158e-01,1.130897078441093218e-01,6.293158713956548134e-02
7.963154949403045135e-01,9.937752376632681406e-01,7.872098219382404061e-01,8.935657205447258278e-01,4.425157545563577211e-01,5.071637415926800729e-01,4.509595508995272173e-01,8.476577185914478951e-01,1.817999166692138013e-01,3.329370594682077300e-01,3.696814295239814196e-01,6.819444664685672119e-01,9.330465949822074334e-01,7.855654959900841838e-01,6.654944313994090033e-01,3.753125175327018948e-01,9.406990462235317318e-01,5.438015673896233748e-01,7.387050844268784333e-01,3.765035128549929500e-01,8.287381740297807831e-01,6.829695825963196798e-01,3.109120432826156799e-01,4.877288187577825118e-01,7.616442054447204457e-01,2.094362468175676728e-01,6.197860255533573781e-01,2.685339373824946474e-01,9.479918414619200595e-01,5.644415073919951675e-01,5.699231723476227973e-02,1.118824157973152822e-03,8.493689744801833363e-01,9.474359127461664531e-01,2.156603721489538383e-01,4.724299268838314525e-01,2.715800353978903292e-02,5.203605476974710875e-01,2.804153632258294948e-01,5.317785977162550193e-01,6.054799632798422149e-01,7.446008938972954461e-01,7.884245228950651496e-01,8.833897214708708034e-01,6.590033555283725253e-02,4.943464887853397105e-01,7.653231741087853646e-01,6.628991826279168054e-01,6.945810084337333823e-02,5.818331334867032911e-01
3.899639654099870123e-01,5.802060859240536494e-01,9.889180465496056893e-01,3.872862009124132809e-01,2.760835233025149549e-02,9.221016028938621156e-01,6.406352536226800343e-02,6.042717310880922899e-01,2.549283189393637405e-01,2.097173626460950846e-01,8.087356325679876390e-01,7.937631124057485943e-01,2.221610030317608953e-01,7.055396544068605058e-01,4.429538618742708822e-01,5.303464482399349311e-01,9.412260436032653388e-01,4.093559321907377369e-01,5.939593429398311031e-01,4.394316256720151026e-01,4.289028570465025503e-01,4.368251615305756008e-01,1.398437691339410316e-01,7.102011893499474704e-01,2.093627852631096964e-02,5.838172989443205507e-01,5.161268137663932443e-02,1.830677932058302204e-01,1.642927646388119278e-01,5.148376810111282564e-01,5.709028287817764502e-01,6.296317160852776817e-01,7.974350512191150653e-01,3.487946638351397954e-01,6.343997015210915968e-01,2.359746013239839568e-01,2.470332900112089947e-01,2.359087356910855027e-01,1.403887865648247857e-01,9.322820821927652046e-01,9.017103274051038175e-01,7.999099641522511295e-01,3.195538767910791611e-01,6.285659003274896017e-01,5.352074418970198533e-02,7.334585205796394503e-01,8.332938684382272809e-01,4.309860023847799093e-01,6.680637539035477745e-01,4.838936303509949743e-01
5.725625207440256936e-01,3.160219030814080954e-01,7.362656999028469595e-01,1.085933682299755620e-01,9.342567763102604950e-02,8.379912293496367681e-01,7.533915964359486628e-01,9.561600216824479581e-01,1.453306917459573633e-02,5.645724134541578731e-01,9.351800828587791825e-01,3.071693377395858793e-01,9.413697475190434538e-01,7.787999374915041129e-01,4.671060473752838282e-01,3.925566124624282338e-01,8.445963172346399039e-01,5.907443043029018126e-01,3.227667719561455595e-01,7.649535610318112244e-01,4.929283998722474580e-01,8.841312347944392247e-01,6.152419005759561799e-01,1.067797748098875399e-02,8.873271306769725530e-02,2.962610037638021554e-01,6.815831324940290203e-01,4.849632810653220494e-01,2.732332130155743499e-01,6.654289464004667920e-01,4.114959373285866917e-01,7.944883588989037904e-02,9.825508918232872535e-02,5.902830662599416467e-01,9.340308887989885456e-01,5.397813585048186757e-01,4.500960055664576798e-01,8.325636394844463384e-01,6.415294114222739319e-01,2.213396638148754647e-01,8.395350936959223853e-01,3.011470947201668746e-01,2.540313322665603835e-01,1.338280484520949498e-01,6.114010711977091450e-02,6.707557624128006601e-01,4.471486969041214010e-01,5.832818250744411515e-01,2.325675238034591308e-01,3.051261066230742669e-01
5.370596375520163557e-01,1.818460655421001437e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.461363224174468067e-01,7.956972695224029390e-02,1.601045346360475685e-01,3.409152036607225877e-01,3.025116247719992213e-01,2.386303659079762607e-01,4.312318457708728126e-01,3.554220505704603905e-01,1.594340476763561609e-01,2.739547992182116420e-01,7.321059161491447753e-01,8.551390632573580008e-01,6.592828935369947629e-01,4.882306261000746161e-01,5.805739081731168261e-01,8.785010669226166469e-01,2.638838559553909890e-01,1.932570290756320253e-01,8.547642824072558820e-01,4.364273492440605695e-01,7.750770257099304228e-01,4.050432789003690637e-01,4.772318680304138416e-01,5.111855436568409905e-01,9.536579322267120240e-01,1.507425975072873570e-02,5.215034729352719944e-01,4.594098556651784460e-01,5.501183619823617477e-01,6.413596864293128474e-01,1.557848680979838640e-01,4.159804450906713358e-01,8.891338394588016447e-01,8.524615332501224163e-01
3.178220582717345977e-01,3.741447155334131081e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.606022067795230379e-01,2.430870945104384173e-01,5.204536767914079709e-01,5.363219951677368202e-01,4.519411628434393258e-01,1.885355299458315592e-01,2.419491759635349348e-01,1.183321742948435507e-01,6.386081031772482541e-01,5.852205472978757594e-01,3.354035972092050955e-02,4.979146279906249140e-01,3.112270475152451032e-01,7.900174894388368729e-01,1.081627942297758160e-02,7.632871729581391929e-02,5.836227896184048580e-01,7.710945601715876174e-01,9.581687357920073422e-01,6.543380172078010482e-01,1.212485857659897359e-01,6.135448748143712550e-02,7.022484786606009166e-01,5.588196789623361971e-01,2.012610046400895580e-01,3.609153708929999649e-01,6.010257653834361058e-02,6.884620813094515235e-01,6.447966815968597665e-03,6.929375176716172646e-01,2.481712834537745938e-01,5.783722977077705441e-01,7.503002940665123299e-01,8.530833469040625117e-01
7.064173941770219844e-01,8.605576716904471679e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.722601893286431318e-01,1.894482428637696003e-01,2.904129594711245543e-01,7.590613179181903147e-01,4.993679428863363468e-01,9.419124940172464155e-01,5.513971802370654096e-02,2.516701735881680113e-01,9.127930078317358920e-02,1.558568872307403153e-01,2.881547629734769744e-01,7.116566410040957580e-01,2.493905573993724367e-01,8.042509810527587177e-01,7.538383734166744787e-01,9.015101616916250116e-01,3.525067160710096958e-01,7.870884551308874322e-01,3.713987451862728051e-01,3.527390847789573236e-01,7.290817926025519036e-01,4.083747381893713113e-01,9.948773712021079518e-01,2.410287439755051109e-01,8.130851776777773265e-01,9.672792850441529477e-01,8.458439603424051656e-01,5.639608978382684157e-01,4.915249336687296244e-01,6.159333047711490483e-01,2.206291804276029334e-01,3.790756879643443211e-01,7.161280578638522520e-01,5.295770324995168199e-01
6.880087297011044933e-01,5.932107790298186689e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.469423436138013628e-02,6.276789064319295841e-01,9.487146044147005686e-01,5.938172934304819517e-01,9.731881468322932660e-01,4.371209315982731436e-01,2.438291456448391514e-01,3.156749311392392787e-01,8.788208612200710812e-01,5.246638964733257859e-01,4.583036455023061784e-01,6.502875546864281819e-01,7.075654786580203304e-01,2.120973386362218216e-01,3.101730643281015443e-01,3.707711200910978055e-01,5.341250129153636284e-01,9.057216320252183817e-01,6.571373335429873119e-01,6.390238720103615933e-01,9.067718308704221242e-01,4.746903255293574153e-01,9.578255852540729087e-01,8.975259917489590844e-01,1.545944345578733614e-01,4.772938617417558094e-01,9.390789183728466272e-01,3.109699199588698004e-01,4.466216202493836773e-01,8.661962551493862517e-01,1.985243428260790033e-01,1.868393081706909431e-01,3.904802276113877868e-01,6.816868951429178036e-02
7.081832531779704842e-01,2.860824046608954063e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.523251985613443438e-01,7.333381787608722613e-01,1.488349658691954236e-01,9.979646725674017338e-01,8.947609826115082710e-01,5.030124162831477452e-01,3.146025330669256492e-01,8.140243747800354202e-01,1.907183517640752557e-01,5.775522253894826985e-01,8.920980870893637782e-01,5.758509639395575919e-01,7.166425146193367013e-04,2.405671874109893693e-03,1.902062672067189597e-01,5.833972375907109376e-01,2.999254574438873222e-01,4.301099763676634602e-01,3.962269739304574712e-01,9.168361164971762234e-01,7.550205151116744506e-01,7.299528255007503574e-02,4.247938516041316337e-02,4.476702778979003705e-01,6.052910511939590954e-02,7.200042337079070043e-01,2.195761629807196913e-01,3.775504081357274888e-01,8.933602700642812033e-01,8.155013985670194199e-01,2.199583954228904181e-01,4.723226994811497992e-01,3.029459233281925901e-01,6.536446026350868355e-01
8.633376835669857030e-01,1.213519657930148821e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.265967205954007024e-01,2.562752067065876549e-02,1.214989983515829541e-01,4.837504429509636994e-01,3.780464707829772619e-01,4.114314332807894603e-01,9.664092062553808482e-01,6.932513235642523419e-02,5.782044060027963228e-01,5.387715106504341600e-01,3.924169361347502605e-01,3.385455341904668458e-01,6.384255996777900011e-01,2.478348236726416465e-01,7.762057184537797250e-01,1.316134315071660899e-01,8.231713802351050546e-01,3.888096993954723857e-01,5.649245475613124956e-01,8.941950651984359455e-01,5.620008003052225920e-01,2.693124917922985473e-01,7.719019676162423016e-01,5.750412253446114397e-01,6.607121704890086544e-01,4.238818134961325201e-01,9.321851706855294184e-01,7.007303100119574024e-01,6.458752350741989723e-01,5.251903740430556855e-01,1.393540069749176213e-01,4.443857869696165031e-01,8.273355292977802034e-01,5.047133022119074663e-01
6.114061438036989538e-01,4.356274461512027463e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.066869796854284402e-01,6.549964661160379009e-01,5.631883525939018753e-02,4.143643363244803313e-01,3.125486753657252814e-01,2.505034854282535139e-01,9.208751869612574747e-01,9.094595511820668943e-02,3.874850735453425621e-01,5.592697941720002897e-01,9.088599240269199520e-01,5.529909770814736003e-01,6.252592534240470901e-01,7.482108881382480980e-01,3.054065689273844919e-01,4.538872408388457957e-01,9.423074389812005069e-01,6.996261532678339501e-01,7.867499191451361451e-01,4.154116414966689819e-01,9.038115457957751619e-02,7.011249188296904133e-01,4.976242776660321221e-01,4.382138815663754183e-01,3.007734734423047618e-01,6.394283812154677449e-03,9.712358602700921217e-02,1.964622038918217850e-01,8.841156683944806360e-02,9.368433013890060668e-01,6.119005442999991828e-02,8.676958482847214604e-01,1.016806376676201440e-01,9.917714818876555150e-01
3.735535504727540701e-01,5.989147089616853048e-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.118667433267650724e-01,3.944866348335023254e-01,1.073004946023764505e-01,5.484720355069782061e-01,5.868965748377917846e-01,9.862263943295139779e-01,2.381443784645991268e-01,3.962132390870637400e-01,5.815786088975238854e-02,1.466056358671663506e-02,1.654536938300454896e-02,2.288788610062655327e-01,9.977547758342149020e-01,3.592390996095513600e-01,2.449740278612846378e-01,2.993996388272880393e-01,8.267184903326662004e-01,2.528234297004086084e-01,8.849939141656015806e-01,5.661623370774101494e-01,1.924513924933786146e-01,3.001134644494551917e-01,2.623659492946609495e-01,1.562933563922930258e-02,5.243712507796758349e-01,1.659381775481485466e-01,7.631918687989904804e-01,9.923671101059082789e-01,9.397482187753635197e-01,1.087912275851347088e-01,4.487275705198736642e-01,7.982846395061549138e-01,4.810286411291679887e-01,2.480702745786809160e-01
2.322366976791966353e-01,9.707133080109497936e-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.207000709505946290e-01,3.213715610357522623e-01,7.402298801696169939e-01,6.849970939750421595e-01,8.426182556361149212e-01,9.481191082714652829e-01,1.547494050339173199e-01,5.421265314841094973e-01,4.109700301050276394e-01,5.808188607883478793e-01,3.254475175528090958e-01,5.072269922180999702e-01,5.962854186603777640e-01,8.560405118639415889e-01,3.022445974825562764e-01,1.785193077061663081e-01,3.599232046773108706e-01,8.965412310243692229e-02,6.796327591869930629e-01,1.452944495040313644e-01,5.659075170745322403e-01,3.685733058168256804e-01,8.690727537695195348e-01,2.747627606512564880e-01,8.068228155151189185e-01,1.127869189668607719e-01,7.015749952677743373e-01,1.544611825936983429e-01,9.505415154762887342e-01,6.242994304654568838e-01,2.895974452680167843e-01,5.722211461899328055e-01,4.079430036236675328e-02,3.714725381986807573e-01
4.767643300192233591e-01,5.185832476522489465e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.871463912156838605e-01,3.040658909899238704e-01,2.501549917555835334e-01,4.508638553357517953e-01,2.663765521976164674e-01,4.612529696979664751e-01,7.338367058686261490e-01,3.270819705524683485e-01,9.157758928572446999e-01,3.285812057225239169e-01,6.955564039847224045e-01,1.160803247367213631e-01,3.495928876184816181e-01,2.540322845117868322e-01,5.113317174281006849e-01,2.134851850696607434e-01,1.278135502773728449e-01,9.161154342742132695e-01,5.826459651264715989e-01,9.749569511938366295e-01,7.702159800197875272e-01,6.269583440394838059e-01,5.309460374173744501e-01,5.905776740942705327e-01,3.268591116856804923e-01,1.969806118776296078e-02,1.642776605098674736e-01,4.249467879737967024e-02,8.199842385237987585e-02,5.202560581690106600e-01,1.386170613748214375e-01,6.600539289627425088e-01,8.472532615601623407e-01,7.387088092069417078e-01
6.860667723849521726e-01,3.997220309609087474e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.002938339262312351e-01,8.663798414695711436e-01,9.457483952475898015e-02,7.891448042461842727e-01,2.118238606204134733e-01,6.418890605209224276e-01,1.563111330879550787e-01,7.719455059852528001e-01,5.255925691085602258e-01,9.539362859717896992e-01,2.043075825885025676e-01,2.990486585265714758e-01,3.244575943343203095e-01,5.709066850572872553e-01,3.769162117461534178e-01,2.443177317903212353e-01,2.188867901147625306e-01,8.198310435457040191e-01,3.379857222182427456e-01,9.755716075658015241e-01,8.602547135972257175e-01,1.616454155366086054e-01,7.387739418804947222e-01,5.826382470836000138e-04,3.982090447362273133e-01,9.652428783597398754e-01,7.045498933647985629e-01,8.382122607451618634e-01,8.347432845430088344e-01,9.684622461997575149e-01,4.476814260563299896e-01,2.923494367144040540e-01,7.869302826106208126e-01,6.885984089258140317e-01
4.657265053735532012e-01,6.693611826310681412e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.611554022792934804e-01,4.521845219710231012e-01,4.313484759776708977e-02,4.125517551263132576e-01,5.790313902146225766e-01,4.093967493370130883e-01,8.486500091910202936e-01,6.241609964116234810e-01,7.315962904019288615e-01,6.721680240361697090e-01,7.543539438969089073e-01,1.294461741978669700e-02,5.059552563458920016e-01,5.324157171112824383e-01,3.573953754311764985e-01,9.177384060984126180e-01,7.065258442940178796e-01,3.954236500254852960e-01,3.038948355620385566e-02,9.684691098689706124e-01,1.411057647192360820e-01,3.009428847629964654e-01,5.392381128164362991e-01,7.402491143667755402e-03,8.419476292899780168e-01,9.111803695524167690e-01,5.336461580053745157e-01,1.986867830227991849e-01,1.746712377003679650e-01,2.219322796739046089e-01,3.344060519267979537e-01,6.283573133498147056e-01,1.269540777760703731e-01,5.667219881622712618e-01
6.351122075185806626e-01,3.207943489476062782e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.238086061203414801e-01,1.710309685960994530e-01,6.879804327273092435e-01,2.607411386882975135e-01,3.807920655681721334e-01,8.026516712218256799e-02,2.961554713428968810e-01,3.206629944902068541e-01,8.614571702875547521e-01,4.950651893593961406e-01,1.896771469356384188e-01,6.381823840380440593e-03,3.135561405985802796e-01,9.722304783549738927e-01,1.151553956785354993e-01,2.366955565540049822e-01,7.875952000162342870e-01,5.647187496650375449e-01,1.091709755490961609e-01,9.636791335451752039e-01,8.644173063260601753e-01,4.042286419961639288e-01,2.049172958879005302e-01,3.423728515150187279e-01,5.513085770108866468e-01,2.583478594476846801e-01,5.600733542552599475e-01,9.039851524543960348e-01,9.549439950300525615e-01,6.833044057482684508e-02,6.738179967218930200e-01,7.809634240949021589e-01,2.412518020214819980e-01,7.236184596563656202e-01
9.987155972671680759e-01,9.676213318715585210e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.385996010347035456e-01,9.937484886377148108e-01,2.205427173003315922e-03,9.207285320767008008e-01,4.841108482363432053e-02,3.345722164425719569e-01,2.940176514632164562e-02,4.372366867386073830e-01,5.997342030065208052e-01,3.303517500200520152e-01,1.442745454026772567e-01,4.811216713842201287e-01,6.392250005125524881e-01,1.276938961525504457e-01,2.512426914463639083e-01,2.776866497800885014e-01,7.358822143707558494e-01,1.305706664689103569e-01,9.864684198009855409e-01,3.688813933737424833e-01,2.878917704785969311e-01,8.577328226319601567e-01,8.358907851305731329e-01,7.811929982609461254e-01,5.969292586226517816e-01,7.822676927631257993e-01,4.601522095120628153e-01,6.127898310830279804e-01,8.241252330828724437e-01,5.996225719026809786e-01,2.539677001101174891e-01,8.680038530525924223e-01,1.905641461483531529e-03,4.479078967743377326e-01
7.882179067859040877e-02,5.555876789038531882e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.620250907831967568e-01,7.312555071544198926e-01,2.537990014079385404e-01,5.235666289269281792e-01,4.539098306374147462e-01,9.238980203010614956e-01,5.166917931433475664e-01,1.563658839816206569e-02,4.601520252936929234e-01,8.131799328701255769e-01,2.608218759948093268e-01,3.519000406200895048e-01,5.269152908685762471e-01,5.019552953160816289e-01,8.993861136154944758e-01,7.298122204135037983e-02,4.852025510612223425e-02,5.744793561889028899e-01,6.989907022456649521e-01,2.142479158762138347e-01,3.840634517457914843e-01,3.399037109476660268e-01,4.507904705114522681e-01,7.149371269414258601e-01,2.763437996977234912e-01,6.585109789630632093e-01,7.576553282732213512e-01,7.222615060458101865e-01,4.606613014858181865e-01,2.605766974124990032e-02,1.035662356322186728e-01,9.069366190742377265e-01,9.965568496177402702e-01,5.178872480527497713e-01
6.068479700785991415e-01,8.726679263425271005e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.742892813823533782e-02,9.901519325587433418e-01,4.790251317154694544e-01,2.499661172366421935e-01,2.348348244704745458e-01,6.190938468188188493e-01,9.915754463735989566e-01,4.349959751046150735e-01,5.728557104694743662e-01,9.261017009705385661e-01,6.442605349498894407e-01,8.053679873014719659e-01,1.086843241971431340e-01,5.233511790711711242e-01,9.435742670904692098e-01,5.981260652467169647e-01,1.435212067281199655e-02,3.436718620210008623e-01,2.191788923699372615e-01,8.535430743137788490e-01,5.063387120241500394e-01,7.181281094757241412e-03,5.327746702593946226e-01,4.087465487583463730e-01,1.210680759053187616e-01,4.067005156968894752e-03,4.052393364817308274e-01,3.738116695719798654e-01,4.616969077528693122e-01,6.214632194958092937e-01,2.942378605163189498e-01,3.504575111972566548e-01,3.478926485992674955e-01,6.930915891568075748e-01
4.226934371170334437e-01,3.287063400698374549e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.119062500312941300e-01,2.983766745564816469e-01,1.467954077310289485e-01,9.301922818160991424e-01,7.430598821213051375e-01,5.291947834203656331e-01,6.653604828601342724e-01,8.180363206869877279e-01,6.433633925345805249e-01,7.689500991454970569e-01,2.011385376284338111e-01,8.742757207500745364e-01,9.092099083577582785e-01,5.338191154639395641e-01,9.858512452160601569e-01,6.587310711973530797e-01,1.897058014899278833e-01,7.145499152181719049e-01,2.644299908227050189e-01,7.923665453045254381e-01,9.613538475554466167e-01,6.735945580385269693e-01,9.567723426468348613e-01,1.798435161263476356e-01,9.466733333092348657e-01,7.133059522623039772e-01,5.582066122740088066e-01,5.409628038825403662e-01,1.888001663673878339e-01,4.088004291434352844e-01,6.395870048692330334e-01,4.194286830037498026e-01,4.896356648914768073e-01,9.977661702715489023e-01
5.095655656999230620e-01,2.810282903691758705e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.778738179275296538e-01,9.280707249516739754e-02,9.405376976831287816e-01,7.922539479259804729e-01,8.439374795186184164e-01,8.467447544662771719e-01,6.121020279141361486e-01,6.584926224946293649e-01,3.114811281207359173e-01,7.008851686267021375e-01,7.080291080770513279e-01,4.205936432962317229e-01,2.310011377192683346e-01,3.089271917353089147e-01,1.928966481690767010e-01,3.104297376006215359e-02,9.786513977429981415e-01,5.183004353765028327e-01,4.030544287819204374e-01,2.038517825867259825e-01,2.851338509076135619e-01,4.467622248186398082e-01,9.824555542494176619e-01,9.159912031481589612e-01,8.547646653542060324e-01,9.857327247826962457e-01,1.838103753205481139e-01,9.010375016735461262e-02,3.818721556728102984e-01,7.666712623577190966e-01,8.189430451909740505e-01,9.921134671631570701e-02,8.776678754517999170e-01,2.762607573487744217e-01
7.340535022952564548e-01,3.780589034277862526e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.565036301456961265e-01,1.822430958320262473e-01,7.045185492733091470e-01,2.936476391777450567e-01,3.633107048493091629e-01,4.771872346465484416e-01,6.695666368708088623e-01,5.442600995505999517e-01,7.846828296332564179e-02,3.647122745887687589e-01,2.250694915680309105e-01,8.655562226771028600e-01,3.847520899652067117e-01,1.669288312420253995e-01,5.972368107529114623e-01,6.706573547585592543e-02,8.495165233249079018e-01,7.922073375089728753e-01,1.528476988310845108e-02,5.275057641136895459e-01,3.783194242716217959e-01,5.105165746240181157e-01,5.987016231552382273e-01,7.917336401808151569e-01,6.702324052998452908e-01,4.691220535381991352e-01,6.311842089629751129e-01,6.712952921727389777e-01,2.912871280623154924e-01,8.849532835502812445e-01,6.707102854076234522e-01,8.179755995078525910e-01,7.166228998079825496e-01,8.978645443602073506e-01
6.034593123760390032e-01,9.520006908654274902e-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.893034950631566016e-01,2.881684666244729298e-01,2.729057061867676826e-01,6.517407451219351389e-01,8.726216205039585283e-01,3.291486605564274415e-01,7.485798461238080126e-01,5.532949614655687798e-01,5.287691970858244828e-01,5.918898311718694405e-01,1.863196929434950411e-01,6.008407186455912985e-01,3.643722025144985333e-01,1.509146907056246878e-02,6.677979757021756946e-02,6.865404241433801236e-01,1.443276347823634342e-01,5.525156915878187691e-01,2.700527589018502095e-01,2.322723409451832310e-03,4.029894557553763690e-01,1.422999166279331762e-01,5.931425020731277975e-01,4.175583479399407327e-01,4.078614896167535031e-01,2.735810637572444470e-01,2.538389084608851931e-01,1.029534014028677946e-01,8.230708389169403283e-01,8.877082269462386321e-01,9.558130290977773225e-01,5.336243757668842624e-01,2.893209547109391044e-01,7.278732993050545108e-01
